,,"45,041","34,44,81,898","62,664",,,"5,004","2,43,71,541","5,050",,
city,campaignCode,responders,sales,bills,abv,amv,redeemers,redeemers_Sales,redeemers_Bills,redeemers_ABV,redeemers_AMV
HYDERABAD,BROD_BROD_2228,2,27887,2,13944,13944,0,0,0,0,0
NASHIK,BROD_BROD_2228,1,2799,1,2799,2799,0,0,0,0,0
MUMBAI,BROD_BROD_2228,1,2799,1,2799,2799,0,0,0,0,0
DIMAPUR,BROD_BROD_2228,3,12296,3,4099,4099,0,0,0,0,0
NAGPUR,BROD_BROD_2228,1,2999,1,2999,2999,0,0,0,0,0
Gurgaon,BROD_BROD_2228,2,4998,2,2499,2499,0,0,0,0,0
BENGALURU,BROD_BROD_2228,2,26390,2,13195,13195,0,0,0,0,0
DELHI,BROD_BROD_2051,32,170017,40,4250,5313,0,0,0,0,0
PANCHKULA,BROD_BROD_2051,23,170613,28,6093,7418,0,0,0,0,0
CHANDIGARH,BROD_BROD_2051,76,518902,80,6486,6828,2,5297,2,2648,2648
JAMMU,BROD_BROD_2051,16,108944,24,4539,6809,0,0,0,0,0
JODHPUR,BROD_BROD_2051,17,130057,19,6845,7650,0,0,0,0,0
DELHI,BROD_BROD_2051,17,116710,17,6865,6865,0,0,0,0,0
DELHI,BROD_BROD_2051,44,275757,47,5867,6267,0,0,0,0,0
DELHI,BROD_BROD_2445,13,73522,15,4901,5656,0,0,0,0,0
LUCKNOW,BROD_BROD_2445,21,94545,22,4298,4502,2,6593,2,3296,3296
KANPUR,BROD_BROD_2445,20,102338,20,5117,5117,1,5298,1,5298,5298
Gurugram,BROD_BROD_2013,1,22955,2,11478,22955,0,0,0,0,0
Gurugram,BROD_BROD_2009,1,22955,2,11478,22955,0,0,0,0,0
PATNA,BROD_BROD_2362,13,106303,14,7593,8177,4,21782,4,5446,5446
VIZIANAGARAM,BROD_BROD_2362,22,241241,23,10489,10966,6,23878,7,3411,3980
HYDERABAD,BROD_BROD_2362,25,300923,27,11145,12037,3,7796,3,2599,2599
BHUBANESWAR,BROD_BROD_2255,15,77187,18,4288,5146,0,0,0,0,0
GORAKHPUR,BROD_BROD_2255,12,99966,17,5880,8330,5,15583,5,3117,3117
Gurgaon,BROD_BROD_2255,25,138375,32,4324,5535,5,21942,5,4388,4388
GAYA,BROD_BROD_2255,14,108952,14,7782,7782,1,1999,1,1999,1999
LUCKNOW,BROD_BROD_2255,9,43088,11,3917,4788,3,9097,3,3032,3032
ANGUL,BROD_BROD_1838,19,117604,22,5346,6190,1,1995,1,1995,1995
NAHARLAGUN,BROD_BROD_1838,16,128474,22,5840,8030,0,0,0,0,0
RAIGARH,BROD_BROD_1838,25,171421,31,5530,6857,2,6498,2,3249,3249
DUMKA,BROD_BROD_1838,12,66785,12,5565,5565,1,1299,1,1299,1299
SEONI,BROD_BROD_1838,11,53441,11,4858,4858,0,0,0,0,0
DEOGHAR,BROD_BROD_1838,9,57809,9,6423,6423,0,0,0,0,0
JAMALPUR,BROD_BROD_1838,16,131051,22,5957,8191,0,0,0,0,0
DIMAPUR,BROD_BROD_1838,16,111332,17,6549,6958,0,0,0,0,0
KANPUR,BROD_BROD_2240,9,70661,9,7851,7851,0,0,0,0,0
ROHTAK,BROD_BROD_2240,13,124156,16,7760,9550,1,2396,1,2396,2396
JHANSI,BROD_BROD_2240,15,62806,15,4187,4187,0,0,0,0,0
JAIPUR,BROD_BROD_2240,7,33934,8,4242,4848,0,0,0,0,0
JAIPUR,BROD_BROD_2240,8,60314,10,6031,7539,0,0,0,0,0
MANDI,BROD_BROD_2240,13,85062,14,6076,6543,1,3299,1,3299,3299
PRAYAGRAJ,BROD_BROD_2240,14,72646,14,5189,5189,0,0,0,0,0
MUZAFFARNAGAR,BROD_BROD_2240,13,63493,13,4884,4884,1,2799,1,2799,2799
DURGAPUR,BROD_BROD_2112,371,2554149,419,6096,6884,11,55066,11,5006,5006
MUMBAI,BROD_BROD_2112,194,1388989,220,6314,7160,6,22583,6,3764,3764
SHILLONG,BROD_BROD_2112,66,392495,79,4968,5947,2,9792,2,4896,4896
KOLKATA,BROD_BROD_2112,65,405108,72,5626,6232,5,16635,5,3327,3327
RAIPUR,BROD_BROD_2112,145,1103166,161,6852,7608,8,33946,8,4243,4243
RAMGARH CANTONMENT,BROD_BROD_2112,79,556470,90,6183,7044,7,21078,7,3011,3011
KOTA,BROD_BROD_2459,10,63420,13,4878,6342,2,7897,2,3948,3948
RAIGARH,BROD_BROD_2459,7,51823,7,7403,7403,0,0,0,0,0
AMBALA,BROD_BROD_2459,10,72580,11,6598,7258,0,0,0,0,0
Gurgaon,BROD_BROD_1830,62,362751,71,5109,5851,5,20172,5,4034,4034
SAMBALPUR,BROD_BROD_1830,14,66263,16,4141,4733,2,9989,2,4994,4994
BENGALURU,BROD_BROD_1830,14,71989,15,4799,5142,2,13692,2,6846,6846
ITANAGAR,BROD_BROD_1830,28,121153,35,3462,4327,2,5994,2,2997,2997
AGRA,BROD_BROD_1830,16,91137,17,5361,5696,2,8093,2,4046,4046
MUMBAI,BROD_BROD_1830,14,64242,16,4015,4589,1,5898,1,5898,5898
MOGA,BROD_BROD_2139,18,108428,25,4337,6024,0,0,0,0,0
BHOPAL,BROD_BROD_2139,16,98975,19,5209,6186,2,4998,2,2499,2499
RAIGARH,BROD_BROD_2139,24,109045,28,3894,4544,4,7311,4,1828,1828
BHILWARA,BROD_BROD_2139,29,259975,31,8386,8965,7,38872,7,5553,5553
RAIPUR,BROD_BROD_2139,4,33885,5,6777,8471,0,0,0,0,0
CALICUT,BROD_BROD_2229,5,35615,7,5088,7123,0,0,0,0,0
KOTTAYAM,BROD_BROD_2229,3,19794,3,6598,6598,0,0,0,0,0
THIRUVANANTHAPURAM,BROD_BROD_2229,3,10188,3,3396,3396,0,0,0,0,0
KOCHI,BROD_BROD_2229,1,11496,1,11496,11496,0,0,0,0,0
Gurgaon,BROD_BROD_2229,1,2373,1,2373,2373,0,0,0,0,0
PUDUCHERRY,BROD_BROD_2455,22,144667,22,6576,6576,1,2894,1,2894,2894
HYDERABAD,BROD_BROD_2455,32,252160,34,7416,7880,0,0,0,0,0
BOKARO STEEL CITY,BROD_BROD_2455,33,301870,34,8879,9148,0,0,0,0,0
DELHI,BROD_BROD_1948,17,98265,19,5172,5780,1,2999,1,2999,2999
DELHI,BROD_BROD_1948,72,386312,90,4292,5365,5,18977,5,3795,3795
ETAWAH,BROD_BROD_1948,47,300062,51,5884,6384,2,10983,2,5492,5492
GHAZIABAD,BROD_BROD_1948,20,124967,25,4999,6248,0,0,0,0,0
JAMMU,BROD_BROD_1948,25,229007,32,7156,9160,0,0,0,0,0
Gurgaon,BROD_BROD_1948,24,158378,35,4525,6599,1,2195,1,2195,2195
DEHRADUN,BROD_BROD_1948,17,156939,22,7134,9232,1,3498,1,3498,3498
Gurgaon,BROD_BROD_1954,13,80225,14,5730,6171,0,0,0,0,0
CHANDIGARH,BROD_BROD_1954,16,96034,20,4802,6002,0,0,0,0,0
GORAKHPUR,BROD_BROD_1954,20,132153,30,4405,6608,0,0,0,0,0
GHAZIPUR,BROD_BROD_1954,6,33153,10,3315,5526,0,0,0,0,0
LUCKNOW,BROD_BROD_1954,11,45341,12,3778,4122,0,0,0,0,0
BUDAUN,BROD_BROD_1954,15,88065,19,4635,5871,0,0,0,0,0
JAMMU,BROD_BROD_1954,11,67241,15,4483,6113,1,1799,1,1799,1799
AGRA,BROD_BROD_1954,14,80869,17,4757,5776,0,0,0,0,0
PILIBHIT,BROD_BROD_2447,14,80346,16,5022,5739,2,5398,2,2699,2699
LUCKNOW,BROD_BROD_2447,29,196649,33,5959,6781,2,9497,2,4748,4748
Gurgaon,BROD_BROD_2447,47,422721,51,8289,8994,3,8992,3,2997,2997
PANCHKULA,BROD_BROD_2110,28,261519,36,7264,9340,0,0,0,0,0
CUTTACK,BROD_BROD_2110,20,141493,22,6432,7075,1,4147,1,4147,4147
JAMMU,BROD_BROD_2110,19,138019,21,6572,7264,0,0,0,0,0
Gurgaon,BROD_BROD_2110,4,22794,4,5698,5698,0,0,0,0,0
DELHI,BROD_BROD_2110,4,44368,4,11092,11092,0,0,0,0,0
NOIDA,BROD_BROD_2110,11,84799,12,7067,7709,0,0,0,0,0
CHANDIGARH,BROD_BROD_2110,6,82273,6,13712,13712,0,0,0,0,0
DELHI,BROD_BROD_2110,6,42782,7,6112,7130,0,0,0,0,0
GUWAHATI,BROD_BROD_2054,408,2156432,510,4228,5285,21,85898,21,4090,4090
Diphu,BROD_BROD_2054,167,938085,209,4488,5617,8,25588,8,3198,3198
PATNA,BROD_BROD_2054,128,728942,174,4189,5695,2,13797,2,6898,6898
PATNA,BROD_BROD_2054,75,414011,86,4814,5520,0,0,0,0,0
CHHINDWARA,BROD_BROD_2054,88,530057,103,5146,6023,7,42883,7,6126,6126
MOTIHARI,BROD_BROD_2054,120,602891,135,4466,5024,6,21093,6,3516,3516
INDORE,BROD_BROD_1756,9,50408,9,5601,5601,2,4645,2,2322,2322
THIRUVANANTHAPURAM,BROD_BROD_1735,23,120022,24,5001,5218,1,6995,1,6995,6995
RANCHI,BROD_BROD_2128,88,693570,113,6138,7881,0,0,0,0,0
KOTTAYAM,BROD_BROD_2128,81,601669,100,6017,7428,1,4147,1,4147,4147
BARIPADA,BROD_BROD_2128,90,554925,97,5721,6166,0,0,0,0,0
PATNA,BROD_BROD_2128,28,184665,30,6156,6595,0,0,0,0,0
MANDI,BROD_BROD_2128,32,261309,33,7918,8166,0,0,0,0,0
SATNA,BROD_BROD_2128,29,199641,33,6050,6884,0,0,0,0,0
DIMAPUR,BROD_BROD_2128,31,241976,35,6914,7806,0,0,0,0,0
BHILWARA,BROD_BROD_2128,35,280916,36,7803,8026,0,0,0,0,0
JABALPUR,BROD_BROD_2464,9,81307,11,7392,9034,1,2599,1,2599,2599
DHANBAD,BROD_BROD_2464,16,103989,18,5777,6499,2,9191,2,4596,4596
LUCKNOW,BROD_BROD_2464,22,120841,25,4834,5493,8,23033,8,2879,2879
RAIPUR,BROD_BROD_1763,8,42971,12,3581,5371,2,4494,2,2247,2247
GOA,BROD_BROD_1763,60,383779,74,5186,6396,4,26679,4,6670,6670
BELGAUM,BROD_BROD_1763,13,109532,16,6846,8426,1,2999,1,2999,2999
LUDHIANA,BROD_BROD_1763,20,137754,22,6262,6888,2,2906,2,1453,1453
Gurgaon,BROD_BROD_2469,1,2521,1,2521,2521,0,0,0,0,0
BELGAUM,BROD_BROD_2075,14,3068914,676,4540,219208,2,11092,2,5546,5546
GOA,BROD_BROD_2075,35,335224,45,7449,9578,1,3499,1,3499,3499
AJMER,BROD_BROD_2075,31,226470,42,5392,7305,1,2898,1,2898,2898
MUMBAI,BROD_BROD_2075,22,150305,27,5567,6832,2,12045,2,6022,6022
AURANGABAD,BROD_BROD_2075,12,96601,14,6900,8050,0,0,0,0,0
UDUPI,BROD_BROD_2075,8,76582,9,8509,9573,2,21796,2,10898,10898
SULTANPUR,BROD_BROD_2094,50,325866,60,5431,6517,0,0,0,0,0
UDHAMPUR,BROD_BROD_2094,34,209272,38,5507,6155,1,4398,1,4398,4398
VARANASI,BROD_BROD_2094,39,267730,47,5696,6865,0,0,0,0,0
BHILWARA,BROD_BROD_2094,13,88534,15,5902,6810,0,0,0,0,0
Gurgaon,BROD_BROD_2094,11,66193,11,6018,6018,1,5794,1,5794,5794
MAUNATH BHANJAN,BROD_BROD_2094,10,64402,11,5855,6440,0,0,0,0,0
ETAH,BROD_BROD_2094,13,81627,13,6279,6279,0,0,0,0,0
DEHRADUN,BROD_BROD_2094,23,263856,24,10994,11472,1,2799,1,2799,2799
HALDWANI,BROD_BROD_2003,6,25147,7,3592,4191,2,6369,2,3184,3184
DELHI,BROD_BROD_2003,2,25952,3,8651,12976,0,0,0,0,0
DELHI,BROD_BROD_2003,3,25161,4,6290,8387,0,0,0,0,0
SHAHJAHANPUR,BROD_BROD_2003,5,31059,7,4437,6212,1,848,1,848,848
VARANASI,BROD_BROD_2003,7,44353,9,4928,6336,2,19669,2,9834,9834
DELHI,BROD_BROD_2003,2,10690,2,5345,5345,2,10690,2,5345,5345
ALIGARH,BROD_BROD_2003,2,20380,3,6793,10190,0,0,0,0,0
DELHI,BROD_BROD_2003,2,10297,2,5148,5148,0,0,0,0,0
LUCKNOW,BROD_BROD_2266,21,115833,21,5516,5516,4,17481,4,4370,4370
JABALPUR,BROD_BROD_2266,52,376374,57,6603,7238,13,58422,13,4494,4494
DHANBAD,BROD_BROD_2266,10,63056,10,6306,6306,1,3299,1,3299,3299
DHANBAD,BROD_BROD_2266,16,92993,17,5470,5812,2,9191,2,4596,4596
JAIPUR,BROD_BROD_2247,8,89053,9,9895,11132,1,2799,1,2799,2799
LUCKNOW,BROD_BROD_2247,5,34116,7,4874,6823,0,0,0,0,0
SONIPAT,BROD_BROD_2247,6,38290,6,6382,6382,0,0,0,0,0
MUMBAI,BROD_BROD_2247,5,32887,6,5481,6577,0,0,0,0,0
DELHI,BROD_BROD_2247,6,40025,6,6671,6671,0,0,0,0,0
Gurgaon,BROD_BROD_2247,2,6713,2,3356,3356,0,0,0,0,0
LUCKNOW,BROD_BROD_2247,3,6297,3,2099,2099,0,0,0,0,0
DUMKA,BROD_BROD_2395,12,87090,13,6699,7258,5,14234,5,2847,2847
PUNE,BROD_BROD_2395,14,78005,19,4106,5572,4,17393,4,4348,4348
BENGALURU,BROD_BROD_2395,25,193560,30,6452,7742,7,33274,7,4753,4753
Diphu,BROD_BROD_1781,5,15085,6,2514,3017,1,1199,1,1199,1199
Gurgaon,BROD_BROD_2146,157,3135210,687,4564,19969,17,60768,17,3575,3575
SINGRAULI,BROD_BROD_2146,7,29232,7,4176,4176,2,6498,2,3249,3249
TEZPUR,BROD_BROD_2146,28,247747,32,7742,8848,2,12394,2,6197,6197
KOLKATA,BROD_BROD_1787,18,63605,22,2891,3534,0,0,0,0,0
DELHI,BROD_BROD_1787,41,161195,52,3100,3932,2,6443,2,3222,3222
Gurgaon,BROD_BROD_1787,110,422714,115,3676,3843,7,42262,7,6037,6037
GANGTOK,BROD_BROD_2071,2,16866,2,8433,8433,0,0,0,0,0
Gurugram,BROD_BROD_2010,1,22955,2,11478,22955,0,0,0,0,0
BHUBANESWAR,BROD_BROD_2225,19,161494,21,7690,8500,0,0,0,0,0
ARARIA,BROD_BROD_2225,21,199366,25,7975,9494,0,0,0,0,0
REWA,BROD_BROD_2225,28,215014,31,6936,7679,0,0,0,0,0
PUNE,BROD_BROD_2225,13,64808,14,4629,4985,0,0,0,0,0
AURANGABAD,BROD_BROD_2225,12,78166,16,4885,6514,0,0,0,0,0
JOWAI,BROD_BROD_2225,12,64356,13,4950,5363,0,0,0,0,0
BHUBANESWAR,BROD_BROD_2225,11,54961,12,4580,4996,0,0,0,0,0
TEZPUR,BROD_BROD_2225,12,62461,12,5205,5205,0,0,0,0,0
DALTONGANJ,BROD_BROD_1834,34,200424,44,4555,5895,0,0,0,0,0
BARDHAMAN,BROD_BROD_1834,26,206714,31,6668,7951,1,3694,1,3694,3694
NAHARLAGUN,BROD_BROD_1834,27,188419,32,5888,6978,0,0,0,0,0
SIWAN,BROD_BROD_1834,17,115650,24,4819,6803,0,0,0,0,0
REWA,BROD_BROD_1834,21,111952,23,4867,5331,0,0,0,0,0
THANE,BROD_BROD_1834,21,130505,25,5220,6215,0,0,0,0,0
PURNIA,BROD_BROD_1834,26,163180,29,5627,6276,0,0,0,0,0
PATNA,BROD_BROD_1834,27,151544,29,5226,5613,1,2799,1,2799,2799
ANGUL,BROD_BROD_1736,35,211939,42,5046,6055,0,0,0,0,0
KOLKATA,BROD_BROD_1747,19,58468,20,2923,3077,0,0,0,0,0
DELHI,BROD_BROD_1747,41,138020,44,3137,3366,2,6443,2,3222,3222
SAGAR,BROD_BROD_2223,63,552123,75,7362,8764,18,81008,18,4500,4500
BHUBANESWAR,BROD_BROD_2223,78,773447,96,8057,9916,25,120020,25,4801,4801
GUNTUR,BROD_BROD_2223,108,1245854,125,9967,11536,29,195684,29,6748,6748
BILASPUR,BROD_BROD_2223,53,487791,58,8410,9204,15,96957,15,6464,6464
HYDERABAD,BROD_BROD_2223,62,560536,73,7679,9041,15,69465,15,4631,4631
SURAT,BROD_BROD_2223,48,432790,56,7728,9016,18,114922,18,6385,6385
JOWAI,BROD_BROD_2223,68,570034,76,7500,8383,23,115673,23,5029,5029
BARDHAMAN,BROD_BROD_2223,55,453403,65,6975,8244,14,72755,14,5197,5197
THANE,BROD_BROD_1751,33,127587,38,3358,3866,2,4498,2,2249,2249
RANCHI,BROD_BROD_1751,69,396796,77,5153,5751,3,10095,3,3365,3365
RAYAGADA,BROD_BROD_2260,3,16594,3,5531,5531,0,0,0,0,0
RANCHI,BROD_BROD_1835,65,420526,83,5067,6470,3,10095,3,3365,3365
AHMEDABAD,BROD_BROD_1835,76,445686,86,5182,5864,5,19793,5,3959,3959
Gurgaon,BROD_BROD_1835,72,365605,83,4405,5078,3,12691,3,4230,4230
DUMKA,BROD_BROD_1835,33,228254,43,5308,6917,2,13490,2,6745,6745
UDHAMPUR,BROD_BROD_1835,32,182867,35,5225,5715,2,6765,2,3382,3382
MOTIHARI,BROD_BROD_1835,42,233104,47,4960,5550,2,5797,2,2898,2898
BENGALURU,BROD_BROD_1835,44,248510,46,5402,5648,3,8393,3,2798,2798
Gurgaon,BROD_BROD_2224,12,74446,16,4653,6204,0,0,0,0,0
AGRA,BROD_BROD_2224,5,16394,6,2732,3279,0,0,0,0,0
BOKARO STEEL CITY,BROD_BROD_2224,10,43616,11,3965,4362,0,0,0,0,0
AMRITSAR,BROD_BROD_2224,4,8897,6,1483,2224,0,0,0,0,0
GURUGRAM,BROD_BROD_2224,11,65005,12,5417,5910,1,598,1,598,598
LUCKNOW,BROD_BROD_2224,4,45580,5,9116,11395,0,0,0,0,0
DELHI,BROD_BROD_2224,4,18782,4,4696,4696,0,0,0,0,0
MANDI,BROD_BROD_2224,6,33486,6,5581,5581,0,0,0,0,0
Gurgaon,BROD_BROD_2235,26,156465,28,5588,6018,0,0,0,0,0
CUTTACK,BROD_BROD_2235,17,117277,20,5864,6899,0,0,0,0,0
BHUBANESWAR,BROD_BROD_2235,19,120547,20,6027,6345,0,0,0,0,0
VISAKHAPATNAM,BROD_BROD_2235,9,52814,10,5281,5868,0,0,0,0,0
RAYAGADA,BROD_BROD_2235,11,56463,11,5133,5133,0,0,0,0,0
TEZPUR,BROD_BROD_2235,13,106277,14,7591,8175,0,0,0,0,0
RANCHI,BROD_BROD_2235,8,71025,10,7102,8878,0,0,0,0,0
JODHPUR,BROD_BROD_2073,133,844026,152,5553,6346,9,72005,9,8001,8001
RAIPUR,BROD_BROD_2073,60,483400,73,6622,8057,8,64621,8,8078,8078
RAIPUR,BROD_BROD_2073,107,944653,123,7680,8829,8,73308,8,9164,9164
GWALIOR,BROD_BROD_2073,85,649178,97,6693,7637,6,39080,6,6513,6513
VADODARA,BROD_BROD_2073,89,755910,110,6872,8493,11,94193,11,8563,8563
BELGAUM,BROD_BROD_2073,35,222954,37,6026,6370,1,6896,1,6896,6896
MANDI,BROD_BROD_2433,6,33486,6,5581,5581,0,0,0,0,0
DELHI,BROD_BROD_2433,5,15234,6,2539,3047,1,1798,1,1798,1798
KANPUR,BROD_BROD_2433,11,93020,13,7155,8456,0,0,0,0,0
RANCHI,BROD_BROD_2444,8,71025,10,7102,8878,0,0,0,0,0
HAJIPUR,BROD_BROD_2444,12,63638,15,4243,5303,0,0,0,0,0
Sasaram,BROD_BROD_2444,19,97914,20,4896,5153,1,2799,1,2799,2799
DELHI,BROD_BROD_2436,1,32727,3,10909,32727,0,0,0,0,0
YAMUNANAGAR,BROD_BROD_2436,3,18189,3,6063,6063,0,0,0,0,0
LUCKNOW,BROD_BROD_2436,3,39076,3,13025,13025,0,0,0,0,0
UDAIPUR,BROD_BROD_2106,65,403991,70,5771,6215,3,10093,3,3364,3364
AJMER,BROD_BROD_2106,72,474647,89,5333,6592,6,19734,6,3289,3289
Gurgaon,BROD_BROD_2106,103,626613,119,5266,6084,3,10996,3,3665,3665
SHIMLA,BROD_BROD_2106,29,170337,35,4867,5874,0,0,0,0,0
KANPUR,BROD_BROD_2106,58,300742,63,4774,5185,4,11043,4,2761,2761
DELHI,BROD_BROD_2106,33,161575,41,3941,4896,4,19191,4,4798,4798
KANPUR,BROD_BROD_2106,32,160794,34,4729,5025,4,12689,4,3172,3172
PATNA,BROD_BROD_1741,64,367394,68,5403,5741,1,2999,1,2999,2999
CHENNAI,BROD_BROD_2170,11,3278991,628,5221,298090,1,6498,1,6498,6498
HYDERABAD,BROD_BROD_2170,7,60162,8,7520,8595,0,0,0,0,0
AHMEDABAD,BROD_BROD_2170,4,26340,4,6585,6585,0,0,0,0,0
PUNJAGUTTA,BROD_BROD_2170,1,16082,1,16082,16082,0,0,0,0,0
NELLORE,BROD_BROD_2170,6,111213,7,15888,18536,0,0,0,0,0
HYDERABAD,BROD_BROD_2170,7,78445,9,8716,11206,1,6494,1,6494,6494
BENGALURU,BROD_BROD_2170,7,59908,7,8558,8558,0,0,0,0,0
HYDERABAD,BROD_BROD_2170,5,64565,8,8071,12913,0,0,0,0,0
BHIMAVARAM,BROD_BROD_2170,3,5675,4,1419,1892,0,0,0,0,0
JAIPUR,BROD_BROD_2429,25,166353,33,5041,6654,10,54775,10,5478,5478
DEORIA,BROD_BROD_2429,32,283328,35,8095,8854,10,47866,10,4787,4787
JAIPUR,BROD_BROD_2429,46,468111,56,8359,10176,16,136600,16,8538,8538
BILASPUR,BROD_BROD_1828,87,779257,125,6234,8957,20,118389,20,5919,5919
GUWAHATI,BROD_BROD_1828,102,970410,140,6932,9514,25,144004,25,5760,5760
GUWAHATI,BROD_BROD_1828,108,915642,156,5870,8478,25,123130,25,4925,4925
KOLKATA,BROD_BROD_1828,68,620504,83,7476,9125,16,63315,16,3957,3957
KARIMNAGAR,BROD_BROD_1828,50,441878,57,7752,8838,15,78539,15,5236,5236
JOWAI,BROD_BROD_1828,59,401183,68,5900,6800,15,65177,15,4345,4345
SIWAN,BROD_BROD_1828,82,600912,94,6393,7328,20,110149,21,5245,5507
ITANAGAR,BROD_BROD_1828,92,612765,105,5836,6660,13,64766,13,4982,4982
SULTANPUR,BROD_BROD_1960,3,26806,5,5361,8935,1,1098,1,1098,1098
JAIPUR,BROD_BROD_1960,6,99684,7,14241,16614,2,9097,2,4548,4548
PATIALA,BROD_BROD_1960,1,1799,1,1799,1799,1,1799,1,1799,1799
HALDWANI,BROD_BROD_1960,7,36145,8,4518,5164,2,6369,2,3184,3184
DELHI,BROD_BROD_1960,2,25952,3,8651,12976,0,0,0,0,0
DELHI,BROD_BROD_1960,3,22562,3,7521,7521,0,0,0,0,0
THIRUVANANTHAPURAM,BROD_BROD_2048,7,24932,7,3562,3562,0,0,0,0,0
CALICUT,BROD_BROD_2048,3,11131,5,2226,3710,0,0,0,0,0
THIRUVANANTHAPURAM,BROD_BROD_2048,2,6798,2,3399,3399,0,0,0,0,0
KOCHI,BROD_BROD_2048,5,42653,6,7109,8531,0,0,0,0,0
AGARTALA,BROD_BROD_1788,1,4798,1,4798,4798,0,0,0,0,0
KOLKATA,BROD_BROD_1844,27,176188,34,5182,6525,1,1995,1,1995,1995
MUZAFFARPUR,BROD_BROD_1844,49,262171,60,4370,5350,0,0,0,0,0
Gurgaon,BROD_BROD_1844,75,424110,84,5049,5655,2,6643,2,3322,3322
BEGUSARAI,BROD_BROD_1844,30,192036,39,4924,6401,0,0,0,0,0
BHUBANESWAR,BROD_BROD_1844,32,169207,41,4127,5288,0,0,0,0,0
RAJAHMUNDRY,BROD_BROD_1844,25,145613,30,4854,5825,1,2295,1,2295,2295
CHHAPRA,BROD_BROD_1844,34,127514,37,3446,3750,0,0,0,0,0
KOLKATA,BROD_BROD_1841,46,225611,56,4029,4905,1,6298,1,6298,6298
SIWAN,BROD_BROD_1841,57,272295,65,4189,4777,3,9896,3,3299,3299
SAGAR,BROD_BROD_1841,86,508333,110,4621,5911,4,8096,4,2024,2024
ITANAGAR,BROD_BROD_1841,40,134638,45,2992,3366,3,8896,3,2965,2965
ARARIA,BROD_BROD_1841,45,217096,51,4257,4824,2,7692,2,3846,3846
HYDERABAD,BROD_BROD_1841,51,288219,63,4575,5651,3,10295,3,3432,3432
SALEM,BROD_BROD_1841,34,201809,35,5766,5936,0,0,0,0,0
SHILLONG,BROD_BROD_1841,65,382739,78,4907,5888,7,21079,7,3011,3011
Gurgaon,BROD_BROD_1951,32,144490,47,3074,4515,0,0,0,0,0
GHAZIABAD,BROD_BROD_1951,26,173264,34,5096,6664,0,0,0,0,0
PATHANKOT,BROD_BROD_1951,46,269907,64,4217,5868,2,5997,2,2998,2998
KANPUR,BROD_BROD_1951,23,113396,30,3780,4930,3,12695,3,4232,4232
LUCKNOW,BROD_BROD_1951,24,156701,28,5596,6529,1,7494,1,7494,7494
KANPUR,BROD_BROD_1951,27,124442,37,3363,4609,2,6298,2,3149,3149
JHANSI,BROD_BROD_1951,30,157070,33,4760,5236,0,0,0,0,0
BARABANKI,BROD_BROD_1951,36,168034,43,3908,4668,0,0,0,0,0
Gurgaon,BROD_BROD_2238,13,90929,14,6495,6995,1,3098,1,3098,3098
DELHI,BROD_BROD_2238,19,122672,23,5334,6456,1,2595,1,2595,2595
CHANDIGARH,BROD_BROD_2238,42,276416,45,6143,6581,5,25983,5,5197,5197
SONIPAT,BROD_BROD_2238,19,94548,21,4502,4976,1,6998,1,6998,6998
GORAKHPUR,BROD_BROD_2238,19,106926,23,4649,5628,2,7597,2,3798,3798
DELHI,BROD_BROD_2238,22,162420,24,6768,7383,1,5398,1,5398,5398
PILIBHIT,BROD_BROD_2238,14,77947,15,5196,5568,2,5398,2,2699,2699
DUMKA,BROD_BROD_1837,8,70156,8,8770,8770,0,0,0,0,0
ANANTAPUR,BROD_BROD_1837,19,113784,22,5172,5989,0,0,0,0,0
CHHAPRA,BROD_BROD_1837,26,186516,29,6432,7174,2,8797,2,4398,4398
PUNE,BROD_BROD_1837,6,37575,12,3131,6262,0,0,0,0,0
MYSORE,BROD_BROD_1837,5,27469,6,4578,5494,0,0,0,0,0
BHUBANESWAR,BROD_BROD_1837,10,60910,10,6091,6091,0,0,0,0,0
MUMBAI,BROD_BROD_1837,10,98847,11,8986,9885,0,0,0,0,0
SAGAR,BROD_BROD_1837,14,81892,17,4817,5849,1,2599,1,2599,2599
BETTIAH,BROD_BROD_2160,21,127056,21,6050,6050,1,6594,1,6594,6594
Gurgaon,BROD_BROD_2160,64,292901,70,4184,4577,4,9196,4,2299,2299
ROURKELA,BROD_BROD_2160,15,62983,17,3705,4199,2,4698,2,2349,2349
MADURAI,BROD_BROD_2160,21,117240,22,5329,5583,3,12489,3,4163,4163
BOKARO STEEL CITY,BROD_BROD_2160,5,23618,5,4724,4724,1,6098,1,6098,6098
Gurgaon,BROD_BROD_2467,15,69441,15,4629,4629,2,3798,2,1899,1899
DELHI,BROD_BROD_2467,16,83864,16,5242,5242,2,4798,2,2399,2399
PATIALA,BROD_BROD_2243,17,93341,19,4913,5491,1,2599,1,2599,2599
JAMMU,BROD_BROD_2243,15,102294,16,6393,6820,0,0,0,0,0
HARIDWAR,BROD_BROD_2243,15,173991,19,9157,11599,0,0,0,0,0
KOLKATA,BROD_BROD_2243,9,86839,12,7237,9649,0,0,0,0,0
BASTI,BROD_BROD_2243,11,61261,11,5569,5569,0,0,0,0,0
LUCKNOW,BROD_BROD_2243,11,78952,14,5639,7177,0,0,0,0,0
DEHRADUN,BROD_BROD_2243,12,80333,12,6694,6694,2,4996,2,2498,2498
